traffic,cpu,memory,optimal_cpu
2320,11,36,3
365,4,20,1
417,9,61,2
4858,9,48,6
4385,6,45,5
3482,8,48,4
1420,4,50,3
4857,10,21,5
1575,5,53,3
1595,13,49,3
2067,13,15,2
2728,3,61,4
1361,10,33,3
4638,1,9,4
3782,13,50,5
1952,8,2,2
3488,6,30,3
245,13,9,1
2740,4,24,3
4764,5,42,5
2914,5,18,3
2426,6,24,3
3788,10,22,4
1893,4,12,2
919,1,31,1
4901,7,41,6
3818,15,45,5
4458,10,60,5
4741,2,62,5
3400,14,38,4
3026,15,47,4
2053,8,32,3
626,13,2,1
4104,9,60,5
4574,4,5,4
2193,4,47,3
4667,7,53,5
2851,13,46,4
2791,14,49,4
2080,1,50,3
1320,3,48,3
3052,11,51,4
2543,8,38,4
2230,13,45,3
2340,6,43,3
3085,3,47,4
1893,3,61,3
1579,4,59,3
3446,12,47,4
1246,2,37,3
2644,9,47,4
1549,3,16,2
779,9,6,1
909,10,63,2
3610,4,21,4
2033,13,19,2
1871,6,29,2
1493,6,19,2
3483,4,60,4
2182,3,8,2
3375,13,9,3
3137,3,20,3
4995,12,29,5
2797,14,39,4
3388,11,62,4
3219,13,44,4
4409,1,7,4
612,3,41,2
608,12,9,1
3828,9,60,5
376,2,35,2
2037,7,12,2
3158,9,30,3
494,10,61,2
3182,11,20,3
3126,4,28,3
4033,8,57,5
2910,5,15,3
245,2,9,1
2924,2,45,4
2094,7,30,2
1958,9,42,3
2331,8,16,2
1842,6,26,2
4320,6,5,4
1941,3,19,2
1848,9,22,2
709,3,57,2
4607,5,29,4
3047,8,53,4
2533,2,58,4
2160,13,40,3
4582,10,51,5
2367,11,50,3
2679,5,55,4
4506,9,6,4
653,4,57,2
3461,11,22,3
1831,15,41,3
3142,11,61,4
1257,12,10,2
4029,9,42,5
4727,6,5,4
238,15,42,2
3408,5,38,4
267,5,62,2
2912,3,43,4
2440,11,21,3
4049,10,17,4
2622,15,63,4
3378,4,31,3
1709,12,17,2
1883,10,32,3
1444,11,49,3
579,3,42,2
4474,8,16,4
2961,10,43,4
2294,9,26,2
2086,14,19,2
3193,13,36,4
4258,13,37,5
4491,13,3,4
4362,3,28,4
4814,12,22,5
1207,3,11,2
839,2,41,2
862,13,60,2
1842,9,33,3
295,7,57,2
2221,4,17,2
1709,6,41,3
2540,11,15,3
1495,10,18,2
1512,9,9,2
487,2,57,2
243,7,12,1
2849,10,14,3
3299,5,10,3
4883,6,22,5
245,5,12,1
755,6,57,2
3556,14,8,3
900,11,31,1
2934,12,8,3
4116,10,35,5
864,8,2,1
3624,6,16,4
4999,12,61,6
3357,12,63,4
2476,10,25,3
1416,4,56,3
3605,1,54,5
114,8,9,1
4645,9,34,5
3074,9,19,3
865,12,6,1
566,13,11,1
1180,9,28,1
4249,13,7,4
1984,7,42,3
3889,12,46,5
2028,6,39,3
1739,14,43,3
4408,2,16,4
1203,2,14,2
1059,13,50,2
3331,14,58,4
394,15,38,2
1127,15,39,2
442,13,14,1
101,1,40,2
3472,13,2,3
491,5,58,2
3430,3,29,3
1866,15,27,2
3884,1,22,4
2521,2,17,3
2459,7,41,4
2555,2,29,3
459,1,4,1
3936,9,40,5
4394,7,3,4
3461,14,23,3
2937,2,57,4
4850,8,39,6
2065,5,56,3
4246,12,15,4
3184,10,44,4
2275,7,4,2
675,11,55,2
2143,12,44,3
1405,7,54,3
3587,8,61,4
791,14,9,1
4525,14,34,5
4817,9,19,5
4879,11,62,6
4266,4,42,5
1245,14,17,2
4194,3,11,4
4813,2,44,6
2953,8,14,3
2435,5,5,3
3976,11,32,5
3031,12,23,3
2131,14,57,3
2065,15,34,3
1137,12,53,2
1429,13,49,3
2920,4,25,3
2520,4,8,3
3845,7,45,5
1333,5,14,2
2629,6,33,4
4391,3,56,5
4828,5,50,6
430,3,42,2
2981,11,18,3
432,9,27,1
2270,2,52,3
3369,6,5,3
2693,12,18,3
318,2,5,1
4648,7,42,5
179,3,17,1
4414,4,59,5
1338,5,46,3
1172,1,28,1
4776,12,56,5
4394,5,29,4
274,13,52,2
4895,10,10,5
2412,12,33,4
118,7,61,2
2151,1,42,3
155,6,25,1
3895,6,50,5
1811,3,9,2
4060,6,5,4
2847,5,17,3
3324,14,23,3
4495,2,49,5
3636,15,37,5
2415,2,20,3
3756,15,2,4
3004,13,58,4
922,8,17,1
3987,3,48,5
4489,5,35,5
2853,5,43,4
4848,15,3,5
542,13,24,1
4768,9,53,5
1153,4,28,1
4922,6,46,6
277,8,47,2
3372,12,62,4
301,6,8,1
3150,4,38,4
3432,8,20,3
2080,2,4,2
2683,11,32,4
590,15,39,2
1646,13,41,3
908,15,17,1
737,13,21,1
218,6,53,2
1365,15,23,2
997,15,34,2
3680,11,35,5
2173,2,16,2
3855,7,63,5
269,11,43,2
4921,1,7,5
3714,15,32,5
4529,6,63,5
4318,4,42,5
1516,6,36,3
4078,8,11,4
3421,7,27,3
3249,11,55,4
1548,4,41,3
2034,1,59,3
3153,6,45,4
4304,3,55,5
3222,1,33,4
1642,4,6,2
3700,13,24,4
399,5,43,2
3721,9,41,5
4886,6,41,6
2451,14,63,4
454,11,34,2
4388,11,17,4
2780,1,55,4
216,1,40,2
4521,2,6,4
4482,5,61,5
450,7,51,2
2566,14,2,3
2169,2,42,3
4118,2,42,5
4838,12,19,5
1767,7,63,3
3738,14,51,5
1408,7,43,3
3627,8,8,4
3094,13,40,4
4472,5,39,5
4271,11,37,5
4668,6,6,4
3175,8,53,4
4002,8,13,4
3280,13,15,3
1669,15,11,2
1281,8,28,2
3483,7,60,4
3841,5,41,5
912,12,31,1
2536,4,6,3
3215,9,40,4
3934,11,35,5
2172,2,29,2
3448,7,62,4
1284,3,6,2
1051,11,55,2
535,11,44,2
679,8,47,2
3307,11,44,4
1863,1,22,2
1998,8,2,2
2266,2,47,3
1430,9,32,3
3642,12,39,5
282,8,41,2
2009,12,61,3
4381,4,30,4
4941,10,14,5
4132,3,39,5
2664,8,8,3
3815,4,61,5
1143,11,16,1
4934,4,58,6
4688,13,57,5
4060,6,27,4
1495,6,9,2
4490,10,2,4
1376,15,6,2
4161,10,19,4
4289,13,54,5
3672,14,61,5
764,6,54,2
4276,3,7,4
4190,7,28,4
428,10,11,1
3152,12,59,4
583,3,14,1
2001,4,32,3
4801,6,43,6
2189,5,11,2
1162,12,50,2
3145,11,28,3
4506,1,58,5
4152,4,26,4
1380,12,27,2
4434,2,47,5
1376,6,51,3
2473,3,50,4
3000,6,47,4
729,13,12,1
188,3,2,1
1114,11,4,1
4142,10,19,4
2085,14,47,3
4409,9,29,4
878,4,40,2
708,6,11,1
291,12,6,1
3657,7,53,5
2895,7,17,3
4977,13,22,5
3350,2,54,4
291,5,40,2
3955,4,57,5
264,6,9,1
3745,12,63,5
1574,5,32,3
4632,14,25,4
4212,7,42,5
1032,13,35,2
1323,12,54,3
568,7,62,2
1736,2,55,3
3489,2,41,4
4047,5,24,4
4102,11,47,5
3011,2,19,3
1510,4,22,2
1739,2,25,2
3747,12,15,4
4464,11,48,5
4234,9,49,5
1750,13,52,3
1813,3,33,3
790,7,61,2
1847,3,45,3
660,4,42,2
4614,6,18,4
3358,1,57,4
3528,15,13,3
2216,12,35,3
3472,5,4,3
546,14,53,2
2428,1,13,3
851,10,19,1
521,5,33,2
503,13,52,2
4450,5,58,5
1416,14,36,3
397,10,16,1
2615,10,47,4
2372,4,27,2
1031,15,43,2
3948,9,25,4
2792,12,5,3
4620,8,63,5
1723,2,23,2
2243,5,51,3
517,14,59,2
2766,13,13,3
1074,2,21,1
1554,4,21,2
358,11,15,1
3237,7,23,3
3283,2,56,4
2470,11,5,3
1235,6,25,2
1690,6,7,2
1189,15,46,2
3192,14,20,3
4747,4,5,4
2676,5,54,4
997,3,49,2
749,6,38,2
121,14,7,1
483,4,19,1
4059,12,6,4
3441,13,49,4
114,5,24,1
4910,14,59,6
675,14,46,2
2778,6,25,3
2442,12,61,4
3640,14,3,4
515,2,40,2
3156,11,26,3
894,10,19,1
2124,10,55,3
371,5,55,2
1206,8,55,3
2921,14,24,3
530,1,42,2
3998,1,59,5
3755,1,15,4
1493,7,54,3
4523,14,53,5
895,4,16,1
4818,3,44,6
4233,10,48,5
2383,5,51,3
1398,13,53,3
965,3,62,2
1717,11,40,3
2801,13,28,3
3415,2,60,4
1230,14,41,3
310,10,51,2
2854,15,27,3
4759,2,59,5
1807,13,2,2
2329,2,46,3
2248,3,36,3
1776,1,31,2
2164,2,27,2
1794,3,38,3
2022,6,6,2
1281,8,34,3
1644,13,44,3
321,10,47,2
1481,12,41,3
911,12,35,2
4123,13,59,5
2374,7,3,2
3008,13,42,4
846,9,45,2
2052,8,27,2
2935,15,19,3
174,1,4,1
4091,14,43,5
620,7,17,1
2576,8,38,4
2713,9,17,3
3825,15,35,5
215,9,20,1
4825,13,11,5
653,2,60,2
310,2,41,2
4589,1,15,4
3821,9,31,4
1793,8,49,3
1036,14,6,1
2387,13,57,3
2261,9,4,2
2810,7,57,4
592,7,47,2
3477,2,58,4
1722,1,20,2
1830,7,55,3
1680,5,32,3
1798,4,27,2
1412,3,11,2
1339,5,19,2
1944,9,24,2
4661,8,56,5
1876,5,35,3
1883,5,61,3
4536,8,17,4
3145,11,12,3
1192,12,5,1
1314,13,56,3
4116,6,11,4
617,2,13,1
1536,13,23,2
3266,1,18,3
214,8,28,1
2467,11,22,3
667,9,32,2
2080,4,49,3
3932,6,61,5
1268,7,60,3
1179,15,55,2
3908,2,59,5
1194,5,57,2
773,14,23,1
4529,13,26,4
2195,12,45,3
635,7,48,2
4786,14,11,4
961,1,63,2
3735,8,29,4
2706,10,16,3
4716,14,28,4
2049,7,3,2
1392,6,9,2
662,14,59,2
4231,3,53,5
3904,15,8,4
1935,13,53,3
221,15,54,2
4421,14,40,5
2394,8,31,2
1667,7,23,2
1920,7,2,2
1781,11,6,2
3325,15,9,3
2040,3,40,3
4073,7,40,5
4450,15,27,4
4988,1,34,6
3188,7,47,4
2198,4,29,2
3651,9,25,4
3768,9,16,4
2260,3,2,2
3580,4,18,3
1261,6,27,2
3253,8,38,4
2940,7,6,3
666,3,22,1
3018,7,35,4
3771,4,44,5
4221,13,20,4
3818,14,44,5
1103,2,38,2
2668,14,23,3
3170,11,32,4
1803,4,47,3
3958,8,3,4
1762,2,6,2
1632,4,53,3
315,11,36,2
836,1,49,2
3806,3,21,4
2375,14,34,3
2511,6,6,3
2822,3,15,3
4833,2,52,6
249,8,17,1
3743,14,58,5
4728,2,62,5
860,14,23,1
4718,4,55,5
1902,3,17,2
3110,6,22,3
1275,10,61,3
4391,4,20,4
391,9,6,1
190,4,59,2
2563,12,36,4
2178,5,3,2
463,14,44,2
4794,15,37,5
3586,6,22,3
3380,6,50,4
1654,13,23,2
2800,11,60,4
455,12,31,1
431,2,58,2
4490,13,16,4
3524,8,43,4
1728,15,34,3
1162,13,25,1
1283,8,44,3
4783,12,44,5
3589,14,57,4
2635,15,50,4
954,10,15,1
235,4,48,2
2794,2,30,3
2796,4,60,4
2044,1,9,2
556,11,8,1
896,5,50,2
779,2,41,2
3919,6,30,4
2017,12,57,3
3231,10,48,4
4193,2,45,5
3051,13,17,3
3018,1,16,3
1092,1,8,1
1969,9,47,3
4300,15,32,5
2520,9,63,4
1104,11,32,2
4060,9,56,5
3869,8,36,5
3028,14,13,3
846,3,60,2
4915,10,26,5
3144,5,58,4
3377,6,51,4
209,7,58,2
2084,3,37,3
1641,1,49,3
425,6,29,1
3863,14,28,4
715,5,23,1
3901,9,50,5
2399,12,55,3
1927,14,38,3
1824,15,40,3
1679,8,51,3
746,9,59,2
4771,7,12,4
1403,6,52,3
595,7,12,1
3471,13,29,3
4778,5,6,4
2966,7,54,4
1234,6,31,2
1716,13,22,2
1705,4,49,3
2940,11,19,3
4096,2,54,5
337,9,35,2
237,9,56,2
4620,1,52,5
2758,10,32,4
2794,4,44,4
2772,7,22,3
1967,3,34,3
701,10,34,2
3439,13,45,4
4016,11,53,5
4499,14,3,4
1650,2,52,3
819,1,40,2
2056,1,59,3
2147,7,22,2
4917,2,11,5
1934,4,52,3
286,4,6,1
497,3,56,2
300,9,51,2
1524,5,9,2
1981,12,12,2
217,1,45,2
3659,1,42,5
899,9,58,2
2025,10,31,2
2131,5,24,2
4339,15,50,5
680,13,25,1
4601,12,41,5
2069,14,57,3
2058,2,26,2
3526,10,11,3
2289,7,49,3
1939,5,33,3
2794,11,62,4
2065,13,23,2
2004,4,12,2
333,14,59,2
2910,4,55,4
1846,3,42,3
3286,5,62,4
557,11,60,2
260,15,37,2
2394,2,60,3
4202,1,8,4
3831,10,20,4
1487,11,8,2
667,6,35,2
2558,4,50,4
581,2,54,2
4801,7,52,6
4557,2,20,4
548,2,36,2
3466,4,19,3
1956,4,50,3
3836,7,21,4
4897,12,2,5
3625,4,40,5
3930,2,48,5
225,8,33,2
4484,5,33,5
3489,14,49,4
4569,3,23,4
1286,14,62,3
3161,11,58,4
2744,15,55,4
4009,9,41,5
392,7,32,2
4933,7,11,5
2351,4,55,3
4073,7,30,4
3096,6,39,4
588,10,22,1
2926,9,13,3
3130,3,56,4
4039,9,2,4
4415,2,26,4
4935,7,44,6
3609,1,59,5
4066,4,38,5
448,13,51,2
3819,12,18,4
493,3,24,1
4924,1,54,6
2033,15,3,2
2216,6,56,3
1556,14,34,3
1591,13,43,3
4044,11,41,5
2243,12,38,3
4349,3,37,5
2379,6,25,2
4004,13,51,5
3150,10,6,3
4864,3,31,5
2006,7,17,2
3640,15,2,4
4721,11,23,4
2938,3,48,4
4344,12,17,4
795,2,22,1
612,13,32,2
966,1,34,2
3634,10,51,5
3221,1,8,3
186,15,48,2
4027,5,21,4
4249,6,10,4
242,14,2,1
196,7,12,1
1467,14,52,3
931,3,49,2
3150,10,32,4
2196,4,6,2
3263,2,17,3
2025,12,60,3
112,6,32,2
4504,9,60,5
1589,14,32,3
1105,11,19,1
371,10,15,1
471,12,32,2
636,6,30,1
564,14,6,1
2874,2,56,4
3520,12,33,4
4518,8,59,5
275,13,54,2
625,6,54,2
4433,13,10,4
133,11,24,1
1939,4,27,2
2508,10,19,3
1020,7,52,2
2076,9,43,3
903,3,28,1
3585,11,21,3
4064,12,19,4
4287,9,11,4
4784,7,53,5
185,14,55,2
2093,1,34,3
2954,9,5,3
2093,1,3,2
3034,4,21,3
3316,7,22,3
2674,12,4,3
3346,3,40,4
1658,14,37,3
4914,4,10,5
4710,15,29,4
1097,4,44,2
452,10,10,1
1918,15,18,2
3352,1,12,3
4881,9,8,5
2516,13,33,4
3287,14,24,3
3233,3,18,3
1151,15,51,2
1785,5,33,3
1558,5,50,3
3154,2,8,3
2535,6,35,4
2812,9,10,3
1477,4,61,3
3352,10,63,4
3854,7,51,5
157,12,6,1
4862,14,28,5
3475,11,48,4
4496,2,57,5
2901,7,41,4
2048,9,18,2
1713,12,12,2
3463,15,50,4
3838,10,26,4
4994,13,3,5
1814,10,9,2
2436,10,58,4
1218,13,15,2
4159,14,45,5
3284,8,62,4
3685,4,51,5
1852,13,51,3
4828,5,41,6
2649,3,7,3
4655,9,57,5
3677,7,16,4
1547,4,32,3
4446,3,37,5
1238,11,36,3
867,10,18,1
3886,12,24,4
4820,3,63,6
1750,5,28,2
2999,15,9,3
596,6,51,2
2616,12,12,3
758,14,18,1
1006,12,50,2
3869,13,53,5
3145,7,58,4
949,8,31,1
4449,4,53,5
3717,1,36,5
617,13,41,2
4927,8,51,6
4820,11,16,5
704,12,61,2
1509,7,47,3
1926,11,57,3
2694,11,25,3
2924,1,30,3
3885,5,23,4
3129,4,5,3
209,7,62,2
4084,6,62,5
3066,5,56,4
3473,10,58,4
2304,6,6,2
4870,4,44,6
577,1,33,2
2718,3,31,3
3634,8,2,4
4839,5,46,6
1139,10,34,2
184,9,46,2
4212,12,17,4
2905,4,49,4
1136,14,30,1
4224,6,38,5
4647,6,56,5
981,9,44,2
3912,1,26,4
2571,10,43,4
3684,13,23,4
1609,12,9,2
2654,5,24,3
1633,13,14,2
3061,4,38,4
4085,1,63,5
2683,13,53,4
2314,14,55,3
3080,7,55,4
3298,3,7,3
1054,1,7,1
4325,2,61,5
849,13,37,2
2349,12,5,2
682,5,53,2
1109,1,49,2
1570,4,57,3
3042,2,8,3
3384,4,30,3
3014,14,25,3
314,10,28,1
3205,5,56,4
2069,5,41,3
4951,12,29,5
2466,3,46,4
3758,4,27,4
4975,3,22,5
1380,10,63,3
459,5,35,2
2319,4,31,2
835,1,45,2
4282,10,9,4
3250,2,28,3
3968,10,11,4
3047,11,4,3
375,3,40,2
387,14,33,2
4260,9,9,4
1158,5,25,1
1677,10,42,3
3416,6,3,3
4907,3,61,6
662,3,42,2
1831,10,53,3
4873,8,12,5
2566,11,37,4
2701,1,32,4
2302,7,62,3
457,15,13,1
3179,2,57,4
3981,7,37,5
3353,4,18,3
3873,9,58,5
2329,1,3,2
1461,5,22,2
3246,3,41,4
110,7,25,1
424,4,34,2
1629,10,2,2
815,7,41,2
3420,1,19,3
196,13,7,1
979,9,47,2
3464,2,37,4
662,3,47,2
1308,14,22,2
2005,12,53,3
2180,3,2,2
3917,3,16,4
4347,12,48,5
1005,5,9,1
1097,11,45,2
3641,11,32,5
3851,15,3,4
480,13,5,1
1125,7,43,2
4847,10,10,5
248,10,15,1
340,4,54,2
4782,6,28,4
3454,1,58,4
141,9,17,1
800,4,43,2
3787,2,59,5
4850,2,8,5
2433,11,14,3
3726,14,56,5
3943,2,45,5
4195,1,56,5
990,15,47,2
2262,14,25,2
1345,1,26,2
2443,14,28,3
1098,10,4,1
1948,6,18,2
4600,15,36,5
3687,3,37,5
865,2,25,1
306,15,60,2
3273,7,30,3
903,1,8,1
2529,10,7,3
4929,6,17,5
2426,1,39,4
635,4,55,2
2672,10,2,3
3138,8,54,4
2288,10,55,3
1718,13,36,3
4777,3,6,4
2130,6,22,2
571,2,62,2
2688,7,61,4
214,8,16,1
2946,7,8,3
546,4,43,2
2338,7,47,3
1685,10,10,2
3917,2,12,4
1963,13,40,3
246,10,54,2
2488,3,59,4
387,3,14,1
2887,4,45,4
3152,4,57,4
1230,11,63,3
3061,7,10,3
1743,6,30,2
1664,15,50,3
1304,15,16,2
2775,5,44,4
3049,8,23,3
2125,6,36,3
3268,3,28,3
1760,6,28,2
3101,3,8,3
2153,15,39,3
4434,14,42,5
2287,5,21,2
3426,11,26,3
2088,5,45,3
4674,1,55,5
2378,1,59,3
1169,3,47,2
3656,10,3,4
1100,4,45,2
870,6,7,1
2873,13,28,3
1689,15,5,2
2936,14,41,4
2858,7,49,4
2317,4,56,3
2554,15,10,3
3504,12,58,4
3199,6,18,3
2256,7,52,3
2300,7,7,2
1947,1,62,3
1656,5,9,2
1826,8,15,2
1136,7,56,2
1078,5,16,1
2960,1,7,3
2629,12,51,4
462,13,35,2
805,10,56,2
1025,4,29,1
2900,13,49,4
4524,15,52,5
2516,11,35,4
1583,6,35,3
1552,8,50,3
2453,5,29,3
1095,2,43,2
4664,5,19,4
840,10,49,2
3759,3,14,4
3835,2,51,5
3578,14,5,3
1054,15,50,2
1098,6,51,2
2506,3,47,4
4435,9,58,5
1143,3,41,2
2890,7,3,3
3614,9,62,5
1251,8,29,2
668,7,19,1
2220,4,7,2
2613,14,35,4
4856,15,37,6
4522,7,25,4
4447,13,10,4
3056,5,18,3
1817,13,13,2
4926,15,62,6
272,7,2,1
633,10,43,2
3600,4,21,3
1242,9,57,3
1974,15,26,2
1362,12,23,2
2682,15,36,4
4041,12,13,4
3983,3,12,4
998,3,40,2
2094,11,23,2
4264,2,8,4
1622,11,38,3
1205,3,24,2
165,5,21,1
3387,10,47,4
1757,12,4,2
1151,6,45,2
4180,5,62,5
1640,7,54,3
2439,5,55,4
438,4,17,1
3576,13,63,4
4251,4,30,4
370,11,26,1
3482,1,40,4
1365,15,15,2
661,7,58,2
3129,2,28,3
2993,9,10,3
2952,14,42,4
2791,2,62,4
3008,15,15,3
3677,4,2,4
2124,15,7,2
4033,13,40,5
632,7,53,2
1789,8,47,3
629,12,23,1
3974,9,7,4
4226,6,37,5
3909,9,23,4
987,15,38,2
807,9,47,2
2909,13,12,3
512,11,25,1
4929,13,5,5
114,11,38,2
3203,9,44,4
3545,2,9,3
3133,14,26,3
3182,8,3,3
2232,3,5,2
2102,3,57,3
742,12,57,2
4161,12,7,4
882,9,60,2
1775,2,35,3
3020,10,55,4
4651,10,50,5
2854,13,34,4
872,2,50,2
2342,7,49,3
2741,4,58,4
3515,5,9,3
2258,5,12,2
1053,7,45,2
2532,4,45,4
3595,6,14,3
2024,15,47,3
129,2,50,2
1980,5,21,2
3911,13,11,4
4794,4,34,5
2762,5,7,3
1104,8,31,1
2930,13,62,4
2269,5,31,2
4126,9,27,4
4099,5,13,4
1108,1,22,1
3234,5,34,4
4259,8,4,4
4141,14,25,4
110,15,27,1
3155,8,61,4
2019,9,41,3
2890,10,6,3
4728,12,32,5
1402,9,62,3
1169,4,8,1
2171,8,25,2
3182,7,55,4
2877,13,13,3
2011,8,34,3
2647,14,11,3
351,15,48,2
4956,11,28,5
2494,8,16,3
4734,11,52,5
2314,6,23,2
122,10,12,1
3109,1,57,4
920,8,58,2
2358,3,49,3
2969,8,54,4
415,9,38,2
3493,4,42,4
2313,12,22,2
1761,1,19,2
1174,12,57,2
1687,14,36,3
1231,5,43,3
2858,14,4,3
3309,11,54,4
3981,11,56,5
3191,7,35,4
4132,4,31,4
3441,10,50,4
3467,3,59,4
708,15,30,1
2486,3,18,3
3209,8,61,4
3266,5,34,4
2143,13,16,2
2527,2,12,3
1451,2,19,2
3327,5,47,4
1051,12,7,1
1782,3,13,2
631,2,23,1
2918,8,10,3
3173,10,37,4
899,13,4,1
3301,1,51,4
320,6,38,2
1397,1,28,2
2126,12,14,2
4135,8,34,5
3013,1,33,4
2138,4,29,2
2305,8,55,3
3164,12,3,3
159,9,38,2
3550,2,27,3
1198,1,13,1
1243,13,14,2
2176,12,9,2
1408,1,49,3
659,1,46,2
2625,14,56,4
2861,13,24,3
3107,2,28,3
2338,11,31,2
3731,10,33,5
3859,12,2,4
291,6,62,2
3065,12,13,3
1284,4,26,2
671,9,63,2
2162,1,42,3
4042,7,39,5
4963,2,48,6
3022,6,57,4
997,12,12,1
301,8,34,2
347,2,35,2
1688,14,49,3
988,10,25,1
608,10,39,2
1855,5,50,3
729,1,59,2
620,11,4,1
3258,9,58,4
3467,5,2,3
3095,8,9,3
2433,11,62,4
3125,9,62,4
3226,14,37,4
1104,7,53,2
4584,4,21,4
3172,1,27,3
579,14,52,2
3942,14,61,5
2683,4,39,4
2361,8,34,3
1938,15,29,2
4912,9,31,5
3270,1,35,4
2166,9,38,3
2987,15,34,4
4765,2,37,5
1222,10,52,3
766,15,20,1
152,2,49,2
212,12,9,1
1877,4,43,3
4678,5,60,5
2243,11,3,2
2642,13,3,3
266,1,59,2
2024,5,11,2
1626,6,62,3
2108,15,26,2
150,3,5,1
911,3,60,2
4460,9,28,4
1558,7,29,2
4435,14,8,4
4596,9,55,5
3138,5,39,4
4480,5,17,4
2119,6,42,3
359,12,7,1
1531,14,50,3
3153,11,31,3
2379,8,46,3
4369,7,6,4
1940,8,4,2
3548,3,40,4
1721,14,63,3
4098,5,37,5
2614,15,51,4
4711,8,12,4
2321,10,25,2
1936,3,8,2
2552,9,38,4
1477,1,21,2
108,9,35,2
2517,4,44,4
4300,15,46,5
1377,11,44,3
248,8,42,2
2250,14,53,3
4856,12,11,5
1308,5,29,2
2565,7,18,3
3076,7,61,4
2185,7,15,2
562,13,16,1
3581,8,28,3
3988,5,54,5
3454,8,40,4
2537,2,39,4
578,7,31,1
4124,13,41,5
287,5,40,2
1445,9,20,2
1773,7,61,3
3343,9,26,3
867,7,27,1
2540,7,2,3
902,7,41,2
4052,6,45,5
2072,1,48,3
3220,2,15,3
2049,1,36,3
1047,4,24,1
873,13,10,1
2634,4,23,3
716,6,9,1
929,8,34,2
1733,9,5,2
940,9,37,2
1561,2,52,3
3398,10,37,4
2363,11,26,2
679,11,46,2
1917,5,13,2
1972,3,44,3
3460,13,52,4
160,7,30,1
846,9,18,1
1212,4,32,3
380,8,57,2
1910,15,53,3
4683,11,54,5
2056,8,6,2
3641,3,58,5
2878,5,45,4
4318,12,26,4
2597,2,43,4
4854,6,15,5
3288,9,40,4
3108,11,36,4
1235,5,11,2
4325,2,4,4
4258,2,31,4
3464,2,27,3
718,5,33,2
3652,3,53,5
2672,12,31,3
2183,15,6,2
232,4,24,1
2819,12,57,4
1576,4,26,2
537,14,58,2
3573,1,33,4
1642,1,55,3
4608,12,63,5
3409,13,61,4
3872,1,54,5
1236,8,37,3
3256,12,32,4
2933,3,28,3
4205,5,43,5
2540,1,24,3
3536,8,29,3
1807,6,31,2
838,2,57,2
4257,1,40,5
2767,10,63,4
3139,12,46,4
944,12,15,1
4719,6,48,5
4338,12,58,5
4271,3,31,4
1626,9,42,3
2989,15,2,3
3009,12,19,3
1585,8,9,2
4293,10,2,4
2136,10,18,2
4696,10,54,5
2450,8,53,4
1522,13,17,2
905,9,20,1
2399,10,29,2
202,10,2,1
4268,15,40,5
4664,1,50,5
1465,15,61,3
1204,4,9,2
3943,9,45,5
3624,11,28,4
659,13,35,2
3243,6,27,3
2368,6,24,2
3507,15,18,3
2473,2,41,4
271,12,27,1
3955,3,31,4
2188,13,19,2
3544,13,46,4
3295,15,24,3
4394,14,50,5
666,3,26,1
4123,15,29,4
4460,15,49,5
3860,12,56,5
2878,5,23,3
4397,7,7,4
4468,8,42,5
301,14,5,1
2281,1,5,2
2094,10,53,3
3718,9,22,4
1493,15,34,3
4359,10,6,4
858,4,24,1
1134,7,14,1
1834,15,28,2
4706,8,60,5
2330,4,9,2
757,8,50,2
885,8,41,2
599,9,61,2
4435,10,62,5
844,7,59,2
854,12,40,2
2107,11,29,2
4649,6,5,4
3037,6,38,4
123,15,51,2
1696,8,48,3
3066,1,39,4
551,5,3,1
3197,10,7,3
3701,10,16,4
2950,10,3,3
1681,8,59,3
4444,2,26,4
2668,1,61,4
4952,13,26,5
1198,12,2,1
2886,2,45,4
1708,6,3,2
1494,1,58,3
3549,7,43,4
3589,9,59,4
990,7,61,2
1027,3,50,2
2341,4,7,2
3254,14,8,3
3196,3,29,3
2299,6,15,2
1713,7,54,3
2168,3,8,2
4514,8,9,4
4923,3,52,6
2642,2,55,4
1524,3,11,2
1527,1,10,2
4897,14,63,6
4821,15,21,5
4827,8,12,5
2048,13,48,3
2537,5,4,3
2453,4,34,4
2450,10,13,3
2156,4,13,2
3860,11,54,5
3604,14,61,5
398,5,31,1
1857,5,35,3
2191,12,47,3
4843,8,27,5
2764,14,35,4
4789,6,31,4
1276,3,21,2
2241,14,32,3
735,3,30,1
878,4,45,2
2250,1,52,3
4296,14,6,4
2430,12,48,4
1160,8,47,2
1630,10,6,2
4831,6,25,5
2349,10,43,3
3988,10,7,4
357,2,60,2
2578,11,50,4
3788,11,6,4
1073,14,9,1
3226,10,47,4
1529,2,10,2
1163,10,4,1
1937,3,9,2
3342,2,19,3
2907,7,44,4
2449,10,16,3
2933,12,8,3
2877,13,6,3
1270,6,47,3
4350,5,51,5
2347,15,54,3
975,9,10,1
2990,1,46,4
174,5,18,1
3806,4,49,5
2501,6,48,4
507,1,28,1
1502,1,59,3
321,8,19,1
3199,12,3,3
3132,12,34,4
4973,4,6,5
351,8,11,1
2007,11,9,2
1985,13,36,3
2372,6,26,2
4722,9,58,5
4689,13,21,4
1347,3,35,3
3854,11,51,5
4411,3,44,5
1588,6,47,3
2126,9,43,3
4071,15,18,4
4629,6,8,4
731,3,14,1
475,12,41,2
1441,2,20,2
1721,12,56,3
3115,2,20,3
2420,11,51,4
446,9,62,2
4341,4,61,5
